transaction_id,account_id,customer_id,transaction_date,amount,transaction_type,channel,category,description,is_debit
TXN000500,ACC00172,CUST0102,2022-10-10,1230.71,WITHDRAWAL,MOBILE,UTILITIES,Transaction 500,True
TXN000501,ACC00126,CUST0078,2024-08-28,3413.86,FEE,BRANCH,SALARY,Transaction 501,False
TXN000502,ACC00191,CUST0189,2024-04-29,3607.07,WITHDRAWAL,BRANCH,OTHER,Transaction 502,False
TXN000503,ACC00117,CUST0024,2022-10-10,8017.89,PAYMENT,MOBILE,UTILITIES,Transaction 503,False
TXN000504,ACC00016,CUST0047,2024-06-25,1456.7,DEPOSIT,WIRE,SALARY,Transaction 504,True
TXN000505,ACC00174,CUST0101,2023-10-07,4017.11,WITHDRAWAL,MOBILE,SALARY,Transaction 505,False
TXN000506,ACC00019,CUST0156,2022-11-06,9025.21,DEPOSIT,WIRE,GROCERIES,Transaction 506,False
TXN000507,ACC00206,CUST0026,2023-09-16,7215.79,TRANSFER,ATM,SALARY,Transaction 507,False
TXN000508,ACC00271,CUST0032,2022-10-28,7003.25,PAYMENT,BRANCH,ENTERTAINMENT,Transaction 508,False
TXN000509,ACC00177,CUST0192,2024-04-08,7754.23,TRANSFER,ONLINE,SALARY,Transaction 509,False
TXN000510,ACC00200,CUST0102,2022-09-16,5205.18,FEE,ATM,RENT,Transaction 510,True
TXN000511,ACC00262,CUST0002,2023-10-02,5213.84,WITHDRAWAL,ONLINE,SALARY,Transaction 511,False
TXN000512,ACC00124,CUST0145,2023-09-15,7265.37,FEE,ONLINE,TRANSFER,Transaction 512,True
TXN000513,ACC00191,CUST0189,2023-06-16,6270.27,TRANSFER,ONLINE,SALARY,Transaction 513,True
TXN000514,ACC00230,CUST0100,2023-09-03,5724.78,DEPOSIT,MOBILE,GROCERIES,Transaction 514,True
TXN000515,ACC00298,CUST0033,2024-12-28,8445.11,WITHDRAWAL,ATM,GROCERIES,Transaction 515,False
TXN000516,ACC00342,CUST0083,2022-10-14,7143.8,FEE,BRANCH,SALARY,Transaction 516,False
TXN000517,ACC00265,CUST0161,2023-01-30,8228.6,TRANSFER,MOBILE,SALARY,Transaction 517,True
TXN000518,ACC00218,CUST0064,2024-04-23,820.39,DEPOSIT,MOBILE,RENT,Transaction 518,False
TXN000519,ACC00110,CUST0062,2024-07-02,781.65,FEE,MOBILE,ENTERTAINMENT,Transaction 519,False
TXN000520,ACC00136,CUST0051,2024-10-18,6364.98,PAYMENT,MOBILE,TRANSFER,Transaction 520,False
TXN000521,ACC00084,CUST0012,2022-10-23,5058.35,PAYMENT,MOBILE,RENT,Transaction 521,True
TXN000522,ACC00109,CUST0151,2024-07-21,4734.08,WITHDRAWAL,WIRE,GROCERIES,Transaction 522,True
TXN000523,ACC00309,CUST0050,2024-04-16,1104.25,TRANSFER,WIRE,GROCERIES,Transaction 523,True
TXN000524,ACC00268,CUST0043,2022-11-10,1178.3,TRANSFER,ATM,GROCERIES,Transaction 524,False
TXN000525,ACC00249,CUST0097,2022-02-27,7912.25,WITHDRAWAL,WIRE,UTILITIES,Transaction 525,True
TXN000526,ACC00157,CUST0196,2023-08-04,2156.6,PAYMENT,ONLINE,SALARY,Transaction 526,False
TXN000527,ACC00035,CUST0176,2022-04-02,4176.33,FEE,ATM,ENTERTAINMENT,Transaction 527,False
TXN000528,ACC00173,CUST0138,2024-02-12,4752.8,FEE,BRANCH,OTHER,Transaction 528,True
TXN000529,ACC00259,CUST0050,2024-08-01,7617.03,PAYMENT,BRANCH,OTHER,Transaction 529,False
TXN000530,ACC00046,CUST0039,2024-04-18,3872.96,PAYMENT,ATM,ENTERTAINMENT,Transaction 530,True
TXN000531,ACC00344,CUST0058,2024-06-26,7359.39,DEPOSIT,BRANCH,TRANSFER,Transaction 531,True
TXN000532,ACC00293,CUST0163,2023-09-25,5610.88,DEPOSIT,WIRE,SALARY,Transaction 532,True
TXN000533,ACC00317,CUST0198,2022-04-19,9572.97,FEE,BRANCH,OTHER,Transaction 533,False
TXN000534,ACC00258,CUST0076,2022-02-08,1203.71,FEE,BRANCH,SALARY,Transaction 534,False
TXN000535,ACC00106,CUST0022,2023-05-18,8297.08,FEE,MOBILE,SALARY,Transaction 535,False
TXN000536,ACC00206,CUST0026,2022-04-03,4915.24,DEPOSIT,ATM,UTILITIES,Transaction 536,True
TXN000537,ACC00213,CUST0041,2022-02-19,8596.62,TRANSFER,MOBILE,GROCERIES,Transaction 537,True
TXN000538,ACC00059,CUST0136,2022-07-23,5418.25,TRANSFER,BRANCH,RENT,Transaction 538,False
TXN000539,ACC00046,CUST0039,2022-11-12,3068.64,PAYMENT,BRANCH,SALARY,Transaction 539,False
TXN000540,ACC00093,CUST0190,2022-02-25,7133.29,TRANSFER,MOBILE,SALARY,Transaction 540,False
TXN000541,ACC00073,CUST0181,2024-04-25,8930.22,TRANSFER,MOBILE,OTHER,Transaction 541,True
TXN000542,ACC00027,CUST0023,2023-02-19,2396.99,FEE,WIRE,RENT,Transaction 542,False
TXN000543,ACC00261,CUST0184,2024-10-30,3851.1,DEPOSIT,ATM,SALARY,Transaction 543,False
TXN000544,ACC00238,CUST0177,2024-04-13,655.52,DEPOSIT,MOBILE,TRANSFER,Transaction 544,True
TXN000545,ACC00010,CUST0091,2023-07-06,5541.2,FEE,ONLINE,RENT,Transaction 545,True
TXN000546,ACC00156,CUST0083,2024-04-13,4460.38,FEE,BRANCH,OTHER,Transaction 546,True
TXN000547,ACC00192,CUST0150,2022-12-11,7820.45,FEE,MOBILE,ENTERTAINMENT,Transaction 547,False
TXN000548,ACC00022,CUST0128,2022-01-03,8126.62,FEE,ATM,TRANSFER,Transaction 548,True
TXN000549,ACC00001,CUST0129,2022-05-04,9335.13,PAYMENT,ATM,ENTERTAINMENT,Transaction 549,False
TXN000550,ACC00349,CUST0047,2024-02-18,9992.42,WITHDRAWAL,WIRE,OTHER,Transaction 550,False
TXN000551,ACC00024,CUST0175,2022-11-27,7392.09,FEE,ONLINE,GROCERIES,Transaction 551,True
TXN000552,ACC00203,CUST0140,2022-09-09,8305.15,FEE,ATM,UTILITIES,Transaction 552,True
TXN000553,ACC00313,CUST0041,2024-10-30,9574.21,TRANSFER,ATM,TRANSFER,Transaction 553,False
TXN000554,ACC00232,CUST0194,2023-07-14,2460.04,TRANSFER,ATM,RENT,Transaction 554,False
TXN000555,ACC00307,CUST0100,2023-11-04,159.73,WITHDRAWAL,ONLINE,ENTERTAINMENT,Transaction 555,False
TXN000556,ACC00003,CUST0121,2022-01-20,6727.39,PAYMENT,WIRE,TRANSFER,Transaction 556,False
TXN000557,ACC00202,CUST0141,2022-06-16,7873.27,DEPOSIT,WIRE,SALARY,Transaction 557,False
TXN000558,ACC00345,CUST0036,2022-09-10,3530.59,PAYMENT,WIRE,GROCERIES,Transaction 558,False
TXN000559,ACC00091,CUST0049,2022-01-18,1248.51,TRANSFER,BRANCH,UTILITIES,Transaction 559,True
TXN000560,ACC00114,CUST0183,2022-02-10,7584.45,TRANSFER,BRANCH,SALARY,Transaction 560,False
TXN000561,ACC00114,CUST0183,2023-04-25,9801.21,TRANSFER,ONLINE,GROCERIES,Transaction 561,False
TXN000562,ACC00311,CUST0182,2023-03-05,72.35,PAYMENT,ONLINE,OTHER,Transaction 562,False
TXN000563,ACC00292,CUST0085,2024-10-21,4940.62,FEE,BRANCH,TRANSFER,Transaction 563,True
TXN000564,ACC00034,CUST0008,2022-09-20,7459.99,WITHDRAWAL,ATM,ENTERTAINMENT,Transaction 564,True
TXN000565,ACC00268,CUST0043,2023-07-16,1919.32,DEPOSIT,WIRE,ENTERTAINMENT,Transaction 565,False
TXN000566,ACC00349,CUST0047,2024-07-18,20.55,PAYMENT,ONLINE,OTHER,Transaction 566,False
TXN000567,ACC00222,CUST0158,2024-04-13,2741.08,FEE,MOBILE,UTILITIES,Transaction 567,False
TXN000568,ACC00265,CUST0161,2022-03-31,8838.14,WITHDRAWAL,ONLINE,GROCERIES,Transaction 568,False
TXN000569,ACC00273,CUST0031,2024-07-08,3163.1,PAYMENT,BRANCH,GROCERIES,Transaction 569,True
TXN000570,ACC00293,CUST0163,2022-02-21,9902.66,WITHDRAWAL,MOBILE,SALARY,Transaction 570,True
TXN000571,ACC00101,CUST0171,2022-12-03,3292.92,DEPOSIT,ONLINE,SALARY,Transaction 571,False
TXN000572,ACC00222,CUST0158,2022-02-19,5925.72,TRANSFER,ATM,RENT,Transaction 572,True
TXN000573,ACC00243,CUST0052,2023-05-04,9588.07,DEPOSIT,ATM,ENTERTAINMENT,Transaction 573,True
TXN000574,ACC00038,CUST0099,2024-06-17,7641.22,PAYMENT,WIRE,SALARY,Transaction 574,True
TXN000575,ACC00032,CUST0044,2022-03-10,3774.57,DEPOSIT,BRANCH,SALARY,Transaction 575,False
TXN000576,ACC00029,CUST0200,2023-09-10,6107.78,PAYMENT,ONLINE,SALARY,Transaction 576,True
TXN000577,ACC00287,CUST0130,2022-04-17,2949.87,PAYMENT,MOBILE,SALARY,Transaction 577,False
TXN000578,ACC00120,CUST0051,2022-01-22,4534.66,PAYMENT,MOBILE,ENTERTAINMENT,Transaction 578,True
TXN000579,ACC00174,CUST0101,2022-02-23,4541.31,TRANSFER,WIRE,RENT,Transaction 579,True
TXN000580,ACC00053,CUST0118,2022-01-26,5952.16,DEPOSIT,WIRE,OTHER,Transaction 580,True
TXN000581,ACC00294,CUST0184,2022-09-16,6374.0,TRANSFER,ATM,UTILITIES,Transaction 581,False
TXN000582,ACC00318,CUST0022,2024-06-29,1860.05,WITHDRAWAL,ONLINE,SALARY,Transaction 582,True
TXN000583,ACC00160,CUST0079,2024-06-11,5131.74,TRANSFER,ATM,ENTERTAINMENT,Transaction 583,True
TXN000584,ACC00076,CUST0079,2024-08-19,3087.44,TRANSFER,ATM,GROCERIES,Transaction 584,True
TXN000585,ACC00266,CUST0079,2022-10-24,574.12,FEE,WIRE,OTHER,Transaction 585,True
TXN000586,ACC00217,CUST0082,2023-12-06,1954.88,WITHDRAWAL,BRANCH,OTHER,Transaction 586,True
TXN000587,ACC00175,CUST0112,2023-01-23,6678.93,PAYMENT,WIRE,TRANSFER,Transaction 587,False
TXN000588,ACC00297,CUST0013,2023-11-19,6161.42,PAYMENT,ATM,RENT,Transaction 588,True
TXN000589,ACC00233,CUST0175,2022-03-28,4959.81,DEPOSIT,BRANCH,TRANSFER,Transaction 589,True
TXN000590,ACC00239,CUST0078,2023-03-13,2390.95,TRANSFER,MOBILE,RENT,Transaction 590,False
TXN000591,ACC00095,CUST0132,2022-01-14,3628.81,DEPOSIT,ATM,SALARY,Transaction 591,True
TXN000592,ACC00073,CUST0181,2023-08-19,4404.64,FEE,ATM,SALARY,Transaction 592,True
TXN000593,ACC00102,CUST0138,2023-02-10,2841.72,WITHDRAWAL,ATM,TRANSFER,Transaction 593,True
TXN000594,ACC00174,CUST0101,2023-05-19,1786.24,DEPOSIT,BRANCH,OTHER,Transaction 594,False
TXN000595,ACC00052,CUST0133,2022-02-12,8314.63,WITHDRAWAL,MOBILE,TRANSFER,Transaction 595,True
TXN000596,ACC00174,CUST0101,2023-03-07,3051.42,WITHDRAWAL,ATM,OTHER,Transaction 596,False
TXN000597,ACC00339,CUST0158,2022-12-17,9411.68,FEE,MOBILE,TRANSFER,Transaction 597,True
TXN000598,ACC00061,CUST0194,2022-10-23,8827.35,WITHDRAWAL,BRANCH,RENT,Transaction 598,False
TXN000599,ACC00192,CUST0150,2023-10-14,5995.89,WITHDRAWAL,ONLINE,OTHER,Transaction 599,True
TXN000600,ACC00275,CUST0124,2023-08-26,7896.09,TRANSFER,BRANCH,SALARY,Transaction 600,False
TXN000601,ACC00065,CUST0035,2024-11-06,9683.87,PAYMENT,BRANCH,TRANSFER,Transaction 601,True
TXN000602,ACC00241,CUST0055,2022-05-13,1675.17,PAYMENT,WIRE,GROCERIES,Transaction 602,False
TXN000603,ACC00266,CUST0079,2024-08-08,1790.81,TRANSFER,WIRE,TRANSFER,Transaction 603,False
TXN000604,ACC00254,CUST0189,2024-08-28,2684.09,PAYMENT,WIRE,TRANSFER,Transaction 604,True
TXN000605,ACC00107,CUST0059,2023-03-26,8948.95,PAYMENT,BRANCH,UTILITIES,Transaction 605,True
TXN000606,ACC00157,CUST0196,2024-05-20,8887.2,FEE,BRANCH,OTHER,Transaction 606,False
TXN000607,ACC00131,CUST0007,2022-06-23,1344.17,DEPOSIT,ATM,UTILITIES,Transaction 607,False
TXN000608,ACC00118,CUST0044,2022-03-26,4653.07,FEE,ATM,UTILITIES,Transaction 608,False
TXN000609,ACC00240,CUST0191,2024-06-04,4090.12,PAYMENT,ATM,GROCERIES,Transaction 609,False
TXN000610,ACC00013,CUST0193,2023-01-03,4417.44,TRANSFER,ONLINE,GROCERIES,Transaction 610,True
TXN000611,ACC00151,CUST0132,2024-10-24,5128.4,DEPOSIT,ATM,RENT,Transaction 611,True
TXN000612,ACC00061,CUST0194,2022-05-27,3603.01,FEE,BRANCH,GROCERIES,Transaction 612,True
TXN000613,ACC00346,CUST0093,2023-11-06,2500.99,TRANSFER,BRANCH,TRANSFER,Transaction 613,True
TXN000614,ACC00279,CUST0170,2023-06-19,86.33,TRANSFER,ATM,OTHER,Transaction 614,False
TXN000615,ACC00207,CUST0100,2024-04-10,8218.79,DEPOSIT,MOBILE,TRANSFER,Transaction 615,True
TXN000616,ACC00204,CUST0145,2023-04-12,2270.04,WITHDRAWAL,MOBILE,RENT,Transaction 616,False
TXN000617,ACC00237,CUST0125,2023-11-29,7919.36,TRANSFER,BRANCH,UTILITIES,Transaction 617,False
TXN000618,ACC00108,CUST0176,2024-06-17,4500.27,FEE,ONLINE,GROCERIES,Transaction 618,True
TXN000619,ACC00296,CUST0116,2022-09-20,3056.41,DEPOSIT,MOBILE,OTHER,Transaction 619,False
TXN000620,ACC00174,CUST0101,2023-04-07,4192.05,PAYMENT,WIRE,GROCERIES,Transaction 620,False
TXN000621,ACC00301,CUST0160,2022-02-17,5676.21,DEPOSIT,BRANCH,RENT,Transaction 621,False
TXN000622,ACC00291,CUST0144,2024-03-11,9801.74,WITHDRAWAL,MOBILE,SALARY,Transaction 622,False
TXN000623,ACC00097,CUST0051,2024-08-30,1087.27,FEE,MOBILE,TRANSFER,Transaction 623,False
TXN000624,ACC00048,CUST0107,2022-12-18,1044.03,FEE,BRANCH,SALARY,Transaction 624,False
TXN000625,ACC00014,CUST0095,2023-01-18,1990.79,PAYMENT,ATM,RENT,Transaction 625,True
TXN000626,ACC00150,CUST0137,2024-12-09,700.72,DEPOSIT,ATM,ENTERTAINMENT,Transaction 626,True
TXN000627,ACC00088,CUST0107,2023-11-01,8597.21,PAYMENT,MOBILE,RENT,Transaction 627,True
TXN000628,ACC00067,CUST0132,2024-05-06,4783.03,DEPOSIT,MOBILE,OTHER,Transaction 628,True
TXN000629,ACC00067,CUST0132,2023-02-26,3098.26,PAYMENT,BRANCH,ENTERTAINMENT,Transaction 629,False
TXN000630,ACC00301,CUST0160,2023-02-20,5025.25,PAYMENT,ATM,RENT,Transaction 630,True
TXN000631,ACC00074,CUST0138,2024-07-01,640.64,PAYMENT,WIRE,OTHER,Transaction 631,True
TXN000632,ACC00270,CUST0153,2023-11-05,9103.12,PAYMENT,MOBILE,UTILITIES,Transaction 632,True
TXN000633,ACC00047,CUST0130,2023-08-13,6463.35,PAYMENT,ATM,TRANSFER,Transaction 633,False
TXN000634,ACC00201,CUST0115,2022-12-25,4151.11,WITHDRAWAL,WIRE,TRANSFER,Transaction 634,False
TXN000635,ACC00235,CUST0004,2024-02-27,9108.42,WITHDRAWAL,WIRE,SALARY,Transaction 635,False
TXN000636,ACC00023,CUST0074,2023-05-06,8855.53,WITHDRAWAL,ATM,TRANSFER,Transaction 636,False
TXN000637,ACC00342,CUST0083,2022-05-17,6980.74,WITHDRAWAL,MOBILE,UTILITIES,Transaction 637,True
TXN000638,ACC00189,CUST0096,2022-06-06,7554.21,FEE,ATM,UTILITIES,Transaction 638,False
TXN000639,ACC00085,CUST0075,2023-06-02,2074.51,DEPOSIT,MOBILE,SALARY,Transaction 639,True
TXN000640,ACC00328,CUST0166,2024-08-03,3812.17,PAYMENT,BRANCH,UTILITIES,Transaction 640,True
TXN000641,ACC00006,CUST0148,2023-05-29,1147.71,WITHDRAWAL,ATM,TRANSFER,Transaction 641,False
TXN000642,ACC00249,CUST0097,2024-08-02,683.3,FEE,BRANCH,TRANSFER,Transaction 642,False
TXN000643,ACC00072,CUST0171,2024-08-22,8204.45,WITHDRAWAL,BRANCH,OTHER,Transaction 643,True
TXN000644,ACC00311,CUST0182,2022-07-25,1773.19,DEPOSIT,WIRE,TRANSFER,Transaction 644,False
TXN000645,ACC00087,CUST0110,2022-06-08,6714.25,DEPOSIT,ATM,RENT,Transaction 645,False
TXN000646,ACC00184,CUST0142,2022-12-31,2167.51,DEPOSIT,WIRE,RENT,Transaction 646,False
TXN000647,ACC00025,CUST0183,2024-12-06,6410.48,DEPOSIT,MOBILE,TRANSFER,Transaction 647,False
TXN000648,ACC00228,CUST0012,2022-04-18,5982.46,DEPOSIT,MOBILE,OTHER,Transaction 648,True
TXN000649,ACC00128,CUST0093,2024-02-07,9087.66,WITHDRAWAL,ONLINE,SALARY,Transaction 649,False
TXN000650,ACC00015,CUST0128,2022-01-30,3371.83,WITHDRAWAL,ONLINE,RENT,Transaction 650,True
TXN000651,ACC00341,CUST0172,2022-12-10,7240.39,DEPOSIT,MOBILE,ENTERTAINMENT,Transaction 651,True
TXN000652,ACC00168,CUST0101,2023-10-23,5620.98,WITHDRAWAL,WIRE,RENT,Transaction 652,False
TXN000653,ACC00220,CUST0123,2022-09-05,2324.85,DEPOSIT,ATM,GROCERIES,Transaction 653,True
TXN000654,ACC00008,CUST0130,2024-04-03,6540.27,DEPOSIT,MOBILE,RENT,Transaction 654,False
TXN000655,ACC00113,CUST0097,2022-05-16,6579.96,TRANSFER,WIRE,GROCERIES,Transaction 655,True
TXN000656,ACC00035,CUST0176,2023-03-24,4111.56,FEE,MOBILE,SALARY,Transaction 656,True
TXN000657,ACC00129,CUST0166,2022-07-14,5999.07,PAYMENT,BRANCH,GROCERIES,Transaction 657,True
TXN000658,ACC00326,CUST0187,2023-10-14,9780.24,PAYMENT,ONLINE,GROCERIES,Transaction 658,True
TXN000659,ACC00312,CUST0147,2024-07-08,3824.33,WITHDRAWAL,WIRE,ENTERTAINMENT,Transaction 659,True
TXN000660,ACC00120,CUST0051,2022-02-13,6163.87,DEPOSIT,ATM,RENT,Transaction 660,False
TXN000661,ACC00125,CUST0119,2022-06-12,600.17,TRANSFER,MOBILE,GROCERIES,Transaction 661,True
TXN000662,ACC00078,CUST0047,2024-02-09,2044.65,DEPOSIT,BRANCH,TRANSFER,Transaction 662,False
TXN000663,ACC00169,CUST0062,2022-10-02,2781.99,DEPOSIT,WIRE,OTHER,Transaction 663,False
TXN000664,ACC00332,CUST0158,2023-08-14,7505.76,WITHDRAWAL,ATM,GROCERIES,Transaction 664,True
TXN000665,ACC00106,CUST0022,2022-04-21,9066.41,WITHDRAWAL,BRANCH,ENTERTAINMENT,Transaction 665,False
TXN000666,ACC00267,CUST0087,2023-10-21,1836.27,DEPOSIT,ONLINE,OTHER,Transaction 666,False
TXN000667,ACC00036,CUST0053,2023-01-30,522.02,WITHDRAWAL,BRANCH,RENT,Transaction 667,True
TXN000668,ACC00089,CUST0077,2023-02-23,2363.86,DEPOSIT,MOBILE,TRANSFER,Transaction 668,False
TXN000669,ACC00160,CUST0079,2022-12-03,7217.02,WITHDRAWAL,MOBILE,RENT,Transaction 669,True
TXN000670,ACC00156,CUST0083,2023-08-08,5764.64,WITHDRAWAL,ATM,OTHER,Transaction 670,False
TXN000671,ACC00041,CUST0168,2024-01-07,3983.05,WITHDRAWAL,MOBILE,UTILITIES,Transaction 671,False
TXN000672,ACC00259,CUST0050,2024-06-06,7603.48,PAYMENT,ONLINE,OTHER,Transaction 672,False
TXN000673,ACC00219,CUST0108,2022-06-20,7588.82,TRANSFER,WIRE,ENTERTAINMENT,Transaction 673,True
TXN000674,ACC00284,CUST0081,2022-12-26,2573.66,PAYMENT,ATM,UTILITIES,Transaction 674,False
TXN000675,ACC00193,CUST0198,2024-09-11,720.32,WITHDRAWAL,MOBILE,RENT,Transaction 675,True
TXN000676,ACC00098,CUST0126,2022-01-09,129.33,FEE,ATM,UTILITIES,Transaction 676,False
TXN000677,ACC00213,CUST0041,2024-03-19,9704.96,TRANSFER,MOBILE,UTILITIES,Transaction 677,False
TXN000678,ACC00329,CUST0146,2022-05-26,4088.47,DEPOSIT,ONLINE,UTILITIES,Transaction 678,True
TXN000679,ACC00100,CUST0162,2024-06-12,9571.01,TRANSFER,WIRE,TRANSFER,Transaction 679,False
TXN000680,ACC00326,CUST0187,2024-01-25,6964.86,PAYMENT,MOBILE,TRANSFER,Transaction 680,True
TXN000681,ACC00125,CUST0119,2024-09-05,346.04,TRANSFER,ONLINE,TRANSFER,Transaction 681,True
TXN000682,ACC00134,CUST0174,2024-07-21,9442.71,WITHDRAWAL,ATM,RENT,Transaction 682,True
TXN000683,ACC00007,CUST0048,2022-08-28,7709.95,PAYMENT,MOBILE,TRANSFER,Transaction 683,True
TXN000684,ACC00266,CUST0079,2023-01-22,8760.19,WITHDRAWAL,MOBILE,GROCERIES,Transaction 684,False
TXN000685,ACC00257,CUST0057,2024-12-27,6585.2,PAYMENT,WIRE,GROCERIES,Transaction 685,False
TXN000686,ACC00046,CUST0039,2022-08-12,6362.17,TRANSFER,BRANCH,GROCERIES,Transaction 686,True
TXN000687,ACC00204,CUST0145,2023-09-23,65.2,WITHDRAWAL,MOBILE,SALARY,Transaction 687,True
TXN000688,ACC00036,CUST0053,2024-05-05,5250.09,TRANSFER,MOBILE,RENT,Transaction 688,True
TXN000689,ACC00192,CUST0150,2023-01-17,7040.77,WITHDRAWAL,MOBILE,RENT,Transaction 689,True
TXN000690,ACC00231,CUST0021,2023-03-12,1857.19,DEPOSIT,BRANCH,OTHER,Transaction 690,True
TXN000691,ACC00133,CUST0116,2024-04-17,4407.86,FEE,ONLINE,OTHER,Transaction 691,True
TXN000692,ACC00041,CUST0168,2023-08-24,857.98,DEPOSIT,ATM,SALARY,Transaction 692,False
TXN000693,ACC00016,CUST0047,2023-04-26,4779.49,DEPOSIT,ONLINE,SALARY,Transaction 693,False
TXN000694,ACC00004,CUST0187,2022-03-27,969.32,FEE,ONLINE,UTILITIES,Transaction 694,False
TXN000695,ACC00249,CUST0097,2024-08-27,7569.36,FEE,MOBILE,GROCERIES,Transaction 695,False
TXN000696,ACC00350,CUST0156,2023-12-04,9994.45,WITHDRAWAL,ATM,TRANSFER,Transaction 696,False
TXN000697,ACC00194,CUST0078,2022-04-28,9753.08,TRANSFER,ONLINE,SALARY,Transaction 697,False
TXN000698,ACC00206,CUST0026,2022-10-12,257.78,DEPOSIT,WIRE,GROCERIES,Transaction 698,True
TXN000699,ACC00189,CUST0096,2024-07-14,6183.9,PAYMENT,WIRE,UTILITIES,Transaction 699,True
TXN000700,ACC00002,CUST0183,2023-10-22,167.29,TRANSFER,ONLINE,OTHER,Transaction 700,False
TXN000701,ACC00348,CUST0152,2024-06-28,2336.35,PAYMENT,MOBILE,TRANSFER,Transaction 701,True
TXN000702,ACC00179,CUST0128,2024-05-26,9390.91,PAYMENT,ONLINE,TRANSFER,Transaction 702,False
TXN000703,ACC00151,CUST0132,2023-02-04,7119.71,FEE,WIRE,OTHER,Transaction 703,True
TXN000704,ACC00066,CUST0004,2024-10-16,7968.41,TRANSFER,WIRE,OTHER,Transaction 704,False
TXN000705,ACC00087,CUST0110,2024-07-02,9550.56,PAYMENT,WIRE,RENT,Transaction 705,True
TXN000706,ACC00109,CUST0151,2022-12-16,7532.77,DEPOSIT,ONLINE,UTILITIES,Transaction 706,True
TXN000707,ACC00083,CUST0005,2023-10-31,9026.58,TRANSFER,BRANCH,TRANSFER,Transaction 707,False
TXN000708,ACC00341,CUST0172,2024-09-02,9515.09,DEPOSIT,BRANCH,ENTERTAINMENT,Transaction 708,False
TXN000709,ACC00047,CUST0130,2023-11-13,8719.53,FEE,WIRE,SALARY,Transaction 709,False
TXN000710,ACC00194,CUST0078,2024-02-21,6539.54,FEE,MOBILE,OTHER,Transaction 710,True
TXN000711,ACC00115,CUST0028,2023-06-15,1157.78,DEPOSIT,ONLINE,SALARY,Transaction 711,False
TXN000712,ACC00304,CUST0014,2023-01-21,7446.43,DEPOSIT,WIRE,GROCERIES,Transaction 712,True
TXN000713,ACC00161,CUST0058,2024-02-18,5769.59,DEPOSIT,ATM,SALARY,Transaction 713,True
TXN000714,ACC00199,CUST0085,2024-05-17,3197.11,TRANSFER,BRANCH,ENTERTAINMENT,Transaction 714,True
TXN000715,ACC00055,CUST0177,2024-03-20,92.88,PAYMENT,ATM,RENT,Transaction 715,False
TXN000716,ACC00113,CUST0097,2024-10-20,6800.13,WITHDRAWAL,WIRE,GROCERIES,Transaction 716,True
TXN000717,ACC00341,CUST0172,2022-03-12,5989.2,TRANSFER,WIRE,TRANSFER,Transaction 717,True
TXN000718,ACC00141,CUST0153,2024-09-06,6311.14,WITHDRAWAL,MOBILE,GROCERIES,Transaction 718,False
TXN000719,ACC00031,CUST0065,2023-11-14,1527.87,WITHDRAWAL,BRANCH,TRANSFER,Transaction 719,True
TXN000720,ACC00092,CUST0151,2024-09-25,7274.23,TRANSFER,BRANCH,SALARY,Transaction 720,False
TXN000721,ACC00173,CUST0138,2024-05-15,6779.31,TRANSFER,MOBILE,UTILITIES,Transaction 721,True
TXN000722,ACC00271,CUST0032,2023-08-03,2824.36,WITHDRAWAL,WIRE,UTILITIES,Transaction 722,True
TXN000723,ACC00068,CUST0064,2023-10-25,7522.91,FEE,ONLINE,OTHER,Transaction 723,False
TXN000724,ACC00235,CUST0004,2022-12-02,5772.0,PAYMENT,MOBILE,GROCERIES,Transaction 724,True
TXN000725,ACC00108,CUST0176,2023-03-23,8043.78,WITHDRAWAL,ONLINE,GROCERIES,Transaction 725,True
TXN000726,ACC00348,CUST0152,2022-10-30,3766.18,PAYMENT,BRANCH,SALARY,Transaction 726,True
TXN000727,ACC00183,CUST0133,2024-08-28,1797.15,DEPOSIT,ONLINE,ENTERTAINMENT,Transaction 727,False
TXN000728,ACC00304,CUST0014,2024-06-07,9697.3,PAYMENT,BRANCH,SALARY,Transaction 728,True
TXN000729,ACC00124,CUST0145,2024-03-23,4886.77,FEE,BRANCH,TRANSFER,Transaction 729,False
TXN000730,ACC00344,CUST0058,2022-07-03,7777.53,PAYMENT,ATM,TRANSFER,Transaction 730,False
TXN000731,ACC00189,CUST0096,2022-01-24,1200.88,DEPOSIT,ONLINE,UTILITIES,Transaction 731,True
TXN000732,ACC00012,CUST0011,2024-09-09,2737.97,DEPOSIT,WIRE,RENT,Transaction 732,False
TXN000733,ACC00248,CUST0166,2024-06-07,2984.34,WITHDRAWAL,ONLINE,GROCERIES,Transaction 733,True
TXN000734,ACC00276,CUST0024,2023-01-14,4053.9,DEPOSIT,MOBILE,ENTERTAINMENT,Transaction 734,False
TXN000735,ACC00033,CUST0008,2024-11-28,8371.6,FEE,ONLINE,OTHER,Transaction 735,True
TXN000736,ACC00338,CUST0058,2022-08-29,1807.46,FEE,BRANCH,SALARY,Transaction 736,False
TXN000737,ACC00161,CUST0058,2022-09-09,392.39,FEE,BRANCH,TRANSFER,Transaction 737,True
TXN000738,ACC00045,CUST0131,2023-06-10,8514.65,DEPOSIT,ONLINE,SALARY,Transaction 738,False
TXN000739,ACC00187,CUST0097,2022-12-18,4231.09,DEPOSIT,BRANCH,GROCERIES,Transaction 739,True
